"","x","y","Date","Ignitions","AR","AT","AVPD","Area"
"3265",149.1,-35.3,"2014_01",0,4.09999990463257,31.487096786499,3.55500268936157,0.38
"3266",149.1,-35.3,"2014_02",0,94,29.2928562164307,2.81773042678833,0.38
"3267",149.1,-35.3,"2014_03",0,67.5,24.1709671020508,1.5146712064743,0.38
"3268",149.1,-35.3,"2014_04",0,80.3000030517578,19.4933338165283,1.0579000711441,0.38
"3269",149.1,-35.3,"2014_05",0,22.2000007629395,17.2548389434814,1.00161337852478,0.38
"3270",149.1,-35.3,"2014_06",0,59,12.9466667175293,0.619136452674866,0.38
"3271",149.1,-35.3,"2014_07",0,19.3999996185303,11.9774188995361,0.664485275745392,0.38
"3272",149.1,-35.3,"2014_08",0,39.7999992370605,14.0032262802124,0.880071461200714,0.38
"3273",149.1,-35.3,"2014_09",1,35.5,17.7533340454102,1.14955484867096,0.38
"3274",149.1,-35.3,"2014_10",0,54.2999992370605,22.6064510345459,1.82122731208801,0.38
"3275",149.1,-35.3,"2014_11",0,34,27.6066665649414,2.61493110656738,0.38
"3276",149.1,-35.3,"2014_12",1,94.6999969482422,27.5322589874268,2.27732610702515,0.38
"3277",149.1,-35.3,"2015_01",0,127.800003051758,27.2000007629395,2.1195809841156,0.38
"3278",149.1,-35.3,"2015_02",0,32.7999992370605,27.7428569793701,2.22408246994019,0.38
"3279",149.1,-35.3,"2015_03",0,14.1000003814697,25.9064521789551,2.21030735969543,0.38
"3280",149.1,-35.3,"2015_04",0,96.8000030517578,19.0233325958252,1.08811724185944,0.38
"3281",149.1,-35.3,"2015_05",0,17.2000007629395,15.8677415847778,0.942926287651062,0.38
"3282",149.1,-35.3,"2015_06",0,71.5,13.3100004196167,0.775947570800781,0.38
"3283",149.1,-35.3,"2015_07",0,42.0999984741211,11.0483875274658,0.621799111366272,0.38
"3284",149.1,-35.3,"2015_08",0,73,13.3161287307739,0.757082939147949,0.38
"3285",149.1,-35.3,"2015_09",0,15.5,17.1700000762939,1.12890529632568,0.38
"3286",149.1,-35.3,"2015_10",0,20,24.6645164489746,1.97006988525391,0.38
