"x";"y";"Month";"MR";"MT";"MV"
148,75;-35,3;"10";NA;NA;NA
148,75;-35,3;"11";NA;NA;NA
148,75;-35,3;"12";NA;NA;NA
148,8;-35,3;"01";93,2699999999981;25,0763440860215;2,03239366263952
148,8;-35,3;"02";61,3999999999982;24,8967118226601;1,9404229323476
148,8;-35,3;"03";75,659999999998;21,9406451612903;1,52495342060443
148,8;-35,3;"04";96,4999999999979;17,1725555555556;1,01782498903159
148,8;-35,3;"05";95,5433333333307;12,4865591397849;0,663370423555695
148,8;-35,3;"06";76,5266666666637;9,35666666666667;0,514090475402772
148,8;-35,3;"07";147,769999999997;8,16430107526882;0,478896925682502
148,8;-35,3;"08";129,14333333333;9,6494623655914;0,559676225988134
148,8;-35,3;"09";105,006666666663;12,8816666666667;0,780035839436783
148,8;-35,3;"10";134,916666666664;16,5831182795699;1,0611329960767
148,8;-35,3;"11";91,0733333333307;19,8887777777778;1,39936590095361
148,8;-35,3;"12";69,0799999999979;23,1665591397849;1,81232769785709
148,85;-35,3;"01";88,0899999999981;25,5188172043011;2,09522531846518
148,85;-35,3;"02";60,7266666666647;25,3113095238095;1,99673739234888
148,85;-35,3;"03";73,649999999998;22,3836559139785;1,57346327373738
148,85;-35,3;"04";91,2299999999978;17,6466666666667;1,05708580147889
148,85;-35,3;"05";87,1199999999974;12,9647311827957;0,694123005506492
148,85;-35,3;"06";66,6999999999974;9,83411111111111;0,540007022586134
148,85;-35,3;"07";129,00333333333;8,68612903225807;0,506760823554409
148,85;-35,3;"08";118,91333333333;10,21;0,592573076078007
148,85;-35,3;"09";98,6033333333304;13,4106666666667;0,815131599522299
148,85;-35,3;"10";124,536666666664;17,0659139784946;1,10089593101093
148,85;-35,3;"11";88,9599999999974;20,3673333333333;1,44850174246563
148,85;-35,3;"12";66,459999999998;23,6456989247312;1,87456524066066
148,9;-35,3;"01";69,6899999999982;27,2156989247312;2,35406591023809
148,9;-35,3;"02";62,4866666666651;26,978788998358;2,24443468922147
148,9;-35,3;"03";68,1399999999982;24,1062365591398;1,78066182489036
148,9;-35,3;"04";75,7833333333315;19,4057777777778;1,2150768648833
148,9;-35,3;"05";68,7199999999976;14,6735483870968;0,80618084877409
148,9;-35,3;"06";50,1833333333308;11,495;0,630097518165906
148,9;-35,3;"07";81,3466666666639;10,4503225806452;0,600038258619206
148,9;-35,3;"08";85,1499999999969;12,0936559139785;0,702644848719399
148,9;-35,3;"09";81,4499999999974;15,1884444444444;0,931842927005556
148,9;-35,3;"10";90,9966666666641;18,7478494623656;1,23815702743107
148,9;-35,3;"11";79,1233333333311;22,0941111111111;1,63346792522404
148,9;-35,3;"12";62,8066666666646;25,3898924731183;2,11188294153701
148,95;-35,3;"01";66,326666666665;27,7806451612903;2,44046262461011
148,95;-35,3;"02";62,6499999999985;27,5321510673235;2,32635197501403
148,95;-35,3;"03";61,996666666665;24,6962365591398;1,85213905521618
148,95;-35,3;"04";64,7199999999983;20,0494444444444;1,27534911926422
148,95;-35,3;"05";56,5433333333314;15,3313978494624;0,853378268964188
148,95;-35,3;"06";39,1933333333312;12,1451111111111;0,669884355068207
148,95;-35,3;"07";60,1133333333311;11,1422580645161;0,641123934426615
148,95;-35,3;"08";68,2599999999974;12,8187096774194;0,749373367877417
148,95;-35,3;"09";72,153333333331;15,8575555555556;0,980032288995054
148,95;-35,3;"10";76,9066666666643;19,368064516129;1,29291243532332
148,95;-35,3;"11";71,4899999999979;22,7124444444444;1,70387672324975
148,95;-35,3;"12";61,4833333333315;25,9772043010753;2,19264088375594
149;-35,3;"01";68,0799999999983;27,4429032258065;2,38810587974005
149;-35,3;"02";57,6799999999985;27,1847167487685;2,27338259176509
149;-35,3;"03";57,4599999999983;24,3409677419355;1,80561706327623
149;-35,3;"04";60,0799999999983;19,7214444444444;1,24427159880598
149;-35,3;"05";54,9733333333314;15,0396774193548;0,834374107821013
149;-35,3;"06";33,5899999999982;11,8641111111111;0,655573255783982
149;-35,3;"07";53,8599999999978;10,8640860215054;0,628832936903802
149;-35,3;"08";59,6266666666642;12,5236559139785;0,734804601662902
149;-35,3;"09";69,5599999999977;15,5691111111111;0,963299548990197
149;-35,3;"10";75,1966666666642;19,0840860215054;1,27391584983436
149;-35,3;"11";66,4499999999979;22,4121111111111;1,67485553767946
149;-35,3;"12";59,616666666665;25,6629032258065;2,15209232882787
149,05;-35,3;"01";64,3633333333317;27,6884946236559;2,4241172848049
149,05;-35,3;"02";57,173333333332;27,4227093596059;2,30708041786108
149,05;-35,3;"03";56,556666666665;24,6003225806452;1,83493503836855
149,05;-35,3;"04";59,7166666666651;20,0295555555556;1,27261667017308
149,05;-35,3;"05";50,229999999998;15,3772043010753;0,859934396769411
149,05;-35,3;"06";32,1699999999979;12,1985555555556;0,677284770856301
149,05;-35,3;"07";47,613333333331;11,2254838709677;0,651808119116611
149,05;-35,3;"08";56,0633333333307;12,8986021505376;0,760639703818547
149,05;-35,3;"09";61,3599999999977;15,9084444444444;0,989199551153514
149,05;-35,3;"10";69,3366666666643;19,395376344086;1,30377988012568
149,05;-35,3;"11";64,2799999999979;22,7127777777778;1,71119652751419
149,05;-35,3;"12";55,699999999998;25,9256989247312;2,18756771106874
149,1;-35,3;"01";64,4099999999985;27,527311827957;2,39929292363826
149,1;-35,3;"02";59,5266666666653;27,2451108374384;2,27921574921431
149,1;-35,3;"03";54,1599999999984;24,4250537634409;1,81034816079723
149,1;-35,3;"04";60,106666666665;19,8866666666667;1,25839013453159
149,1;-35,3;"05";47,899999999998;15,2684946236559;0,853456887009964
149,1;-35,3;"06";31,1866666666642;12,0944444444444;0,672977051105764
149,1;-35,3;"07";46,4699999999975;11,1276344086022;0,64893495893927
149,1;-35,3;"08";53,0799999999975;12,7924731182796;0,756447139093953
149,1;-35,3;"09";60,6833333333313;15,7978888888889;0,98369168497622
149,1;-35,3;"10";71,289999999998;19,2797849462366;1,29750035051056
149,1;-35,3;"11";66,8233333333315;22,5854444444444;1,700266342428
149,1;-35,3;"12";56,3599999999984;25,7803225806452;2,16903608015148
149,15;-35,3;"01";56,5933333333317;27,5665591397849;2,40675344709107
149,15;-35,3;"02";54,753333333332;27,2505172413793;2,27819458509265
149,15;-35,3;"03";54,7899999999985;24,444623655914;1,80958624819434
149,15;-35,3;"04";56,566666666665;19,9386666666667;1,26184643989636
149,15;-35,3;"05";47,9266666666648;15,3550537634409;0,861109382450901
149,15;-35,3;"06";29,6399999999979;12,1817777777778;0,680115806526608
149,15;-35,3;"07";44,5966666666643;11,2251612903226;0,656423042257947
149,15;-35,3;"08";53,5333333333308;12,888064516129;0,763658171058983
149,15;-35,3;"09";57,4366666666645;15,883;0,989344891119334
149,15;-35,3;"10";66,5366666666646;19,3475268817204;1,30374178678118
149,15;-35,3;"11";66,689999999998;22,6378888888889;1,70646826409631
149,15;-35,3;"12";55,6466666666649;25,8452688172043;2,17934990797632
149,2;-35,3;"01";56,2599999999984;27,5010752688172;2,39716527381892
149,2;-35,3;"02";57,2833333333319;27,1453981937603;2,2586581029579
149,2;-35,3;"03";52,8199999999985;24,3489247311828;1,7925088513282
149,2;-35,3;"04";52,9333333333317;19,8814444444444;1,25414387687213
149,2;-35,3;"05";45,5266666666648;15,329247311828;0,859253540923518
149,2;-35,3;"06";29,5766666666644;12,1626666666667;0,679943898684449
149,2;-35,3;"07";42,0533333333312;11,2094623655914;0,656522997717063
149,2;-35,3;"08";50,8399999999976;12,8643010752688;0,762325616789761
149,2;-35,3;"09";57,5866666666645;15,8567777777778;0,98596448963715
149,2;-35,3;"10";63,1433333333312;19,3030107526882;1,29840978728507
149,2;-35,3;"11";64,5233333333313;22,5783333333333;1,6984343457222
149,2;-35,3;"12";52,9666666666651;25,8069892473118;2,17443757611577
149,25;-35,3;"01";54,916666666665;26,8164516129032;2,2758305680207
149,25;-35,3;"02";53,3033333333319;26,4625369458128;2,14091403019142
149,25;-35,3;"03";52,1733333333317;23,6917204301075;1,69847236246832
149,25;-35,3;"04";55,3099999999984;19,2566666666667;1,18718332917326
149,25;-35,3;"05";48,9499999999983;14,7625806451613;0,814386195200746
149,25;-35,3;"06";32,2166666666647;11,609;0,642216412921747
149,25;-35,3;"07";44,4833333333315;10,6589247311828;0,623392394048873
149,25;-35,3;"08";50,843333333331;12,2751612903226;0,724149760347541
149,25;-35,3;"09";58,9133333333312;15,2934444444444;0,945097131265534
149,25;-35,3;"10";66,9633333333313;18,7424731182796;1,24675011501838
149,25;-35,3;"11";69,0766666666646;21,9677777777778;1,62218187338776
149,25;-35,3;"12";54,4533333333316;25,1797849462366;2,07755796845241
149,3;-35,3;"01";54,4366666666649;26,0781720430108;2,15179091898664
149,3;-35,3;"02";52,9299999999985;25,7290886699507;2,02084001416129
149,3;-35,3;"03";53,7899999999983;22,9772043010753;1,60135296796278
149,3;-35,3;"04";57,4099999999985;18,5755555555556;1,11768666930497
149,3;-35,3;"05";51,7533333333317;14,1436559139785;0,767675747618239
149,3;-35,3;"06";34,706666666665;10,9984444444444;0,602390061567227
149,3;-35,3;"07";49,819999999998;10,0437634408602;0,587340054444728
149,3;-35,3;"08";53,9599999999977;11,6193548387097;0,682886165300364
149,3;-35,3;"09";59,6233333333312;14,6606666666667;0,900160403193699
149,3;-35,3;"10";71,7266666666644;18,1208602150538;1,19099329935928
149,3;-35,3;"11";72,7166666666645;21,2981111111111;1,54227425965998
149,3;-35,3;"12";55,2033333333316;24,4948387096774;1,97585823500669
149,35;-35,3;"01";56,7499999999982;25,6155913978495;2,07410958013547
149,35;-35,3;"02";55,3733333333319;25,2611330049261;1,94332217843698
149,35;-35,3;"03";54,2699999999982;22,535376344086;1,54016251177878
149,35;-35,3;"04";56,8199999999983;18,1741111111111;1,07554188633958
149,35;-35,3;"05";50,9066666666649;13,7879569892473;0,739582570265698
149,35;-35,3;"06";35,4133333333316;10,6525555555556;0,5794013539205
149,35;-35,3;"07";55,6033333333313;9,69548387096774;0,566403290805637
149,35;-35,3;"08";59,3566666666641;11,2455913978495;0,659132017403521
149,35;-35,3;"09";62,3166666666643;14,2945555555556;0,873593225893047
149,35;-35,3;"10";75,6333333333308;17,7511827956989;1,15722979215845
149,35;-35,3;"11";70,313333333331;20,8928888888889;1,49317650018467
149,35;-35,3;"12";54,2433333333316;24,0741935483871;1,91298498343075
149,4;-35,3;"01";56,8133333333316;25,8275268817204;2,09431632492811
149,4;-35,3;"02";55,9933333333317;25,4638875205255;1,95988810157223
149,4;-35,3;"03";53,0799999999982;22,7870967741936;1,55897427600238
149,4;-35,3;"04";55,1999999999982;18,4766666666667;1,09525253194902
149,4;-35,3;"05";48,4366666666648;14,1318279569892;0,7587285759308
149,4;-35,3;"06";34,079999999998;10,9935555555556;0,595411395231883
149,4;-35,3;"07";50,9766666666645;10,0656989247312;0,585038840962995
149,4;-35,3;"08";58,0166666666642;11,6255913978495;0,679628701516057
149,4;-35,3;"09";58,683333333331;14,6424444444444;0,894187622840206
149,4;-35,3;"10";73,1633333333308;18,0604301075269;1,17908348087021
149,4;-35,3;"11";68,8766666666644;21,1704444444444;1,51622024779518
149,4;-35,3;"12";52,9766666666648;24,3295698924731;1,93825201823186
149,45;-35,3;"01";NA;NA;NA
149,45;-35,3;"02";NA;NA;NA
149,45;-35,3;"03";NA;NA;NA
149,45;-35,3;"04";NA;NA;NA
149,45;-35,3;"05";NA;NA;NA
149,45;-35,3;"06";NA;NA;NA
149,45;-35,3;"07";NA;NA;NA
149,45;-35,3;"08";NA;NA;NA
149,45;-35,3;"09";NA;NA;NA
149,45;-35,3;"10";NA;NA;NA
149,45;-35,3;"11";NA;NA;NA
149,45;-35,3;"12";NA;NA;NA
148,7;-35,35;"01";NA;NA;NA
148,7;-35,35;"02";NA;NA;NA
148,7;-35,35;"03";NA;NA;NA
148,7;-35,35;"04";NA;NA;NA
148,7;-35,35;"05";NA;NA;NA
148,7;-35,35;"06";NA;NA;NA
148,7;-35,35;"07";NA;NA;NA
148,7;-35,35;"08";NA;NA;NA
148,7;-35,35;"09";NA;NA;NA
148,7;-35,35;"10";NA;NA;NA
148,7;-35,35;"11";NA;NA;NA
148,7;-35,35;"12";NA;NA;NA
148,75;-35,35;"01";NA;NA;NA
148,75;-35,35;"02";NA;NA;NA
148,75;-35,35;"03";NA;NA;NA
148,75;-35,35;"04";NA;NA;NA
148,75;-35,35;"05";NA;NA;NA
148,75;-35,35;"06";NA;NA;NA
148,75;-35,35;"07";NA;NA;NA
148,75;-35,35;"08";NA;NA;NA
148,75;-35,35;"09";NA;NA;NA
148,75;-35,35;"10";NA;NA;NA
148,75;-35,35;"11";NA;NA;NA
148,75;-35,35;"12";NA;NA;NA
148,8;-35,35;"01";99,9766666666648;24,1856989247312;1,90563467527109
148,8;-35,35;"02";63,1699999999981;24,0303407224959;1,82047909448177
148,8;-35,35;"03";80,0833333333312;21,0563440860215;1,42562193370635
148,8;-35,35;"04";103,516666666664;16,3358888888889;0,952290750125216
148,8;-35,35;"05";93,9233333333308;11,7009677419355;0,62041069026035
148,8;-35,35;"06";83,4366666666639;8,59244444444444;0,479861401950734
148,8;-35,35;"07";165,52333333333;7,36795698924731;0,444858611146769
148,8;-35,35;"08";135,746666666663;8,78677419354839;0,519203953324787
148,8;-35,35;"09";106,72333333333;12,0467777777778;0,735215343369378
148,8;-35,35;"10";142,08333333333;15,7644086021505;1,00335096163495
148,8;-35,35;"11";96,0133333333306;19,0263333333333;1,31568050084843
148,8;-35,35;"12";71,9566666666644;22,257311827957;1,69725108010474
148,85;-35,35;"01";85,479999999998;25,6968817204301;2,11893397856464
148,85;-35,35;"02";60,0899999999981;25,4962561576355;2,02200100763757
148,85;-35,35;"03";74,9933333333313;22,5875268817204;1,59729405753715
148,85;-35,35;"04";91,9233333333313;17,881;1,07952976645695
148,85;-35,35;"05";85,3099999999972;13,2072043010753;0,713162082361598
148,85;-35,35;"06";66,8799999999972;10,0877777777778;0,557397225424647
148,85;-35,35;"07";119,549999999997;8,96634408602151;0,525529549034533
148,85;-35,35;"08";119,446666666663;10,5087096774194;0,613541624030118
148,85;-35,35;"09";98,0533333333304;13,6894444444444;0,837739189763864
148,85;-35,35;"10";120,27333333333;17,2993548387097;1,12221623858617
148,85;-35,35;"11";90,0599999999975;20,5613333333333;1,46736841759748
148,85;-35,35;"12";68,443333333331;23,8267741935484;1,8952181482988
148,9;-35,35;"01";72,3533333333316;26,8117204301075;2,28806383991113
148,9;-35,35;"02";59,9799999999983;26,5921305418719;2,18467613593086
148,9;-35,35;"03";71,1433333333315;23,7187096774194;1,73249176096532
148,9;-35,35;"04";79,539999999998;19,0472222222222;1,18398829567764
148,9;-35,35;"05";72,8099999999975;14,3462365591398;0,787463620072731
148,9;-35,35;"06";51,969999999997;11,1964444444444;0,617943789462248
148,9;-35,35;"07";86,7966666666637;10,1497849462366;0,588725221117017
148,9;-35,35;"08";92,2999999999968;11,779247311828;0,688619442724733
148,9;-35,35;"09";86,7333333333306;14,8808888888889;0,917155704903934
148,9;-35,35;"10";96,0299999999973;18,4231182795699;1,21550282735017
148,9;-35,35;"11";83,6966666666643;21,7136666666667;1,59125997877783
148,9;-35,35;"12";64,5866666666646;24,9821505376344;2,05289470236148
148,95;-35,35;"01";67,4499999999981;27,4072043010753;2,38021382187964
148,95;-35,35;"02";61,4199999999984;27,1737397372742;2,27131248985422
148,95;-35,35;"03";65,4033333333317;24,3334408602151;1,80698599805755
148,95;-35,35;"04";69,0199999999982;19,7047777777778;1,24517491474748
148,95;-35,35;"05";62,4466666666645;15,0133333333333;0,834723735432471
148,95;-35,35;"06";42,1333333333307;11,845;0,656402840630876
148,95;-35,35;"07";65,2933333333305;10,8449462365591;0,629102338185554
148,95;-35,35;"08";73,5399999999973;12,5074193548387;0,735315499422691
148,95;-35,35;"09";76,8166666666641;15,5598888888889;0,965233070254326
148,95;-35,35;"10";81,4733333333309;19,0535483870968;1,27076231563284
148,95;-35,35;"11";75,5033333333312;22,3554444444444;1,66430405971077
148,95;-35,35;"12";62,9333333333316;25,604623655914;2,13943520941401
149;-35,35;"01";67,859999999998;27,4832258064516;2,3906903097386
149;-35,35;"02";59,1899999999984;27,2372208538588;2,27875622778164
149;-35,35;"03";59,9566666666648;24,4094623655914;1,81342432422023
149;-35,35;"04";62,8233333333317;19,824;1,25589228530725
149;-35,35;"05";55,5933333333312;15,1616129032258;0,846419546376633
149;-35,35;"06";36,2299999999978;11,9947777777778;0,66686396971345
149;-35,35;"07";54,4566666666642;11,0161290322581;0,641685344567222
149;-35,35;"08";62,8233333333306;12,6829032258065;0,748877849485925
149;-35,35;"09";68,4033333333309;15,7121111111111;0,978302142471075
149;-35,35;"10";75,0766666666642;19,1856989247312;1,28525996294714
149;-35,35;"11";68,8466666666645;22,4731111111111;1,67996438741684
149;-35,35;"12";60,8833333333313;25,6969892473118;2,15212514054391
149,05;-35,35;"01";69,9433333333316;27,2570967741935;2,35516820553169
149,05;-35,35;"02";56,606666666665;26,9977955665025;2,24160147135946
149,05;-35,35;"03";55,8599999999982;24,1687096774194;1,78038611644378
149,05;-35,35;"04";58,9699999999983;19,6188888888889;1,23587978144487
149,05;-35,35;"05";55,5433333333314;14,9905376344086;0,835997868305252
149,05;-35,35;"06";33,5433333333312;11,8347777777778;0,659667933401134
149,05;-35,35;"07";50,7999999999975;10,8598924731183;0,635575924917895
149,05;-35,35;"08";57,8599999999973;12,5163440860215;0,741533652172294
149,05;-35,35;"09";63,9566666666643;15,5402222222222;0,968573296823435
149,05;-35,35;"10";71,0099999999977;19,012688172043;1,2740339408158
149,05;-35,35;"11";65,0833333333313;22,284;1,66183603088061
149,05;-35,35;"12";59,6666666666647;25,4934408602151;2,1256946504757
149,1;-35,35;"01";70,589999999998;27,1210752688172;2,33352542085353
149,1;-35,35;"02";58,2966666666652;26,8393144499179;2,2152959905577
149,1;-35,35;"03";56,0333333333317;24,0170967741936;1,75815599197021
149,1;-35,35;"04";58,186666666665;19,5008888888889;1,22326961136527
149,1;-35,35;"05";52,419999999998;14,9094623655914;0,831376206370131
149,1;-35,35;"06";31,0433333333312;11,756;0,656448409987821
149,1;-35,35;"07";48,0199999999976;10,7896774193548;0,633563977319707
149,1;-35,35;"08";53,9999999999974;12,4382795698925;0,738357304773664
149,1;-35,35;"09";63,883333333331;15,4601111111111;0,964294686176711
149,1;-35,35;"10";72,673333333331;18,9209677419355;1,26821965769094
149,1;-35,35;"11";66,2233333333312;22,1768888888889;1,6514057084918
149,1;-35,35;"12";56,1866666666649;25,3795698924731;2,11040920573537
149,15;-35,35;"01";60,2333333333317;27,2825806451613;2,35763455501167
149,15;-35,35;"02";52,9566666666652;26,9767159277504;2,23259688264068
149,15;-35,35;"03";51,2433333333317;24,1761290322581;1,7736771181386
149,15;-35,35;"04";55,2333333333315;19,7011111111111;1,24026159016622
149,15;-35,35;"05";49,0566666666648;15,1382795698925;0,847989677333383
149,15;-35,35;"06";29,0999999999981;11,9865555555556;0,671612702227301
149,15;-35,35;"07";43,7099999999979;11,0375268817204;0,649173805902722
149,15;-35,35;"08";50,9633333333307;12,6896774193548;0,755060570022111
149,15;-35,35;"09";56,8299999999977;15,6857777777778;0,979529641932911
149,15;-35,35;"10";66,6099999999977;19,124623655914;1,28596366845792
149,15;-35,35;"11";66,9266666666644;22,3682222222222;1,67271060244905
149,15;-35,35;"12";54,7699999999981;25,5639784946237;2,1350635096591
149,2;-35,35;"01";56,3499999999983;27,3327956989247;2,36173551995908
149,2;-35,35;"02";55,5799999999985;27,0027914614122;2,23018023636443
149,2;-35,35;"03";52,3799999999983;24,2266666666667;1,77322225195746
149,2;-35,35;"04";52,6633333333317;19,7956666666667;1,24533094291886
149,2;-35,35;"05";45,5866666666649;15,2686021505376;0,856701944880588
149,2;-35,35;"06";28,8599999999982;12,1195555555556;0,67954521253705
149,2;-35,35;"07";40,8799999999981;11,1875268817204;0,658662756628567
149,2;-35,35;"08";48,7833333333309;12,8340860215054;0,763939463435322
149,2;-35,35;"09";55,5233333333311;15,8161111111111;0,987466311529279
149,2;-35,35;"10";65,0466666666643;19,2266666666667;1,29299904032741
149,2;-35,35;"11";65,3966666666646;22,4506666666667;1,67929744018449
149,2;-35,35;"12";50,9233333333315;25,6443010752688;2,14318140328571
149,25;-35,35;"01";54,866666666665;26,9817204301075;2,2975983404985
149,25;-35,35;"02";55,1666666666652;26,636724137931;2,16414329982707
149,25;-35,35;"03";53,1566666666653;23,8882795698925;1,72130778356585
149,25;-35,35;"04";53,4066666666651;19,4957777777778;1,21081576906145
149,25;-35,35;"05";45,4999999999985;15,0198924731183;0,836191490340617
149,25;-35,35;"06";30,4199999999984;11,8772222222222;0,662436139749156
149,25;-35,35;"07";40,696666666665;10,9530107526882;0,644380811161251
149,25;-35,35;"08";48,7599999999977;12,5765591397849;0,747007635684424
149,25;-35,35;"09";55,7999999999978;15,5654444444444;0,96840247027576
149,25;-35,35;"10";66,1533333333311;18,9664516129032;1,2677268154839
149,25;-35,35;"11";67,0933333333312;22,1533333333333;1,64080168916119
149,25;-35,35;"12";50,1066666666649;25,3378494623656;2,09411447612188
149,3;-35,35;"01";55,6166666666649;26,2116129032258;2,16876943130647
149,3;-35,35;"02";52,7899999999985;25,8687561576355;2,03878998575588
149,3;-35,35;"03";53,3166666666651;23,1348387096774;1,61930204274193
149,3;-35,35;"04";56,1033333333315;18,7728888888889;1,13708744347095
149,3;-35,35;"05";49,0133333333315;14,3543010752688;0,785384881776828
149,3;-35,35;"06";32,576666666665;11,2257777777778;0,619907604927818
149,3;-35,35;"07";46,5033333333314;10,2918279569892;0,605277513223951
149,3;-35,35;"08";51,4866666666643;11,8767741935484;0,702614543899413
149,3;-35,35;"09";58,1466666666643;14,8934444444444;0,920294296294451
149,3;-35,35;"10";68,5799999999974;18,3088172043011;1,20905661642231
149,3;-35,35;"11";69,4933333333311;21,4491111111111;1,55703239460786
149,3;-35,35;"12";51,9533333333314;24,6201075268817;1,98856976072314
149,35;-35,35;"01";55,7899999999983;26,0266666666667;2,13041150401677
149,35;-35,35;"02";54,1299999999982;25,6802709359606;2,00006540839871
149,35;-35,35;"03";52,1233333333316;22,9808602150538;1,59064820878288
149,35;-35,35;"04";55,3599999999981;18,666;1,12067925420072
149,35;-35,35;"05";47,5266666666648;14,2909677419355;0,777318744016911
149,35;-35,35;"06";32,4966666666648;11,164;0,612836535829637
149,35;-35,35;"07";46,7266666666645;10,2468817204301;0,601043011232089
149,35;-35,35;"08";53,2699999999976;11,8161290322581;0,697222713188779
149,35;-35,35;"09";57,2833333333308;14,825;0,913278829811348
149,35;-35,35;"10";69,6899999999973;18,2231182795699;1,19832007747184
149,35;-35,35;"11";67,7666666666642;21,3305555555556;1,53794278931287
149,35;-35,35;"12";50,7399999999982;24,4835483870968;1,96222762955773
149,4;-35,35;"01";56,026666666665;25,6539784946237;2,0655125858162
149,4;-35,35;"02";54,9999999999985;25,3036247947455;1,93520242882272
149,4;-35,35;"03";53,0466666666649;22,6376344086022;1,54067263116119
149,4;-35,35;"04";54,8066666666648;18,3583333333333;1,08638584751222
149,4;-35,35;"05";47,2299999999981;14,030752688172;0,755168391443709
149,4;-35,35;"06";33,1166666666648;10,9104444444444;0,594222134095099
149,4;-35,35;"07";49,399999999998;9,99408602150538;0,584725665861881
149,4;-35,35;"08";55,6799999999976;11,5452688172043;0,678913959548358
149,4;-35,35;"09";57,783333333331;14,5531111111111;0,892436920834912
149,4;-35,35;"10";74,173333333331;17,9454838709677;1,17188036356081
149,4;-35,35;"11";66,5566666666646;21,0177777777778;1,4985954157677
149,4;-35,35;"12";49,6866666666648;24,152688172043;1,91050614434224
149,45;-35,35;"01";NA;NA;NA
149,45;-35,35;"02";NA;NA;NA
149,45;-35,35;"03";NA;NA;NA
149,45;-35,35;"04";NA;NA;NA
149,45;-35,35;"05";NA;NA;NA
149,45;-35,35;"06";NA;NA;NA
149,45;-35,35;"07";NA;NA;NA
149,45;-35,35;"08";NA;NA;NA
149,45;-35,35;"09";NA;NA;NA
149,45;-35,35;"10";NA;NA;NA
149,45;-35,35;"11";NA;NA;NA
149,45;-35,35;"12";NA;NA;NA
148,7;-35,4;"01";NA;NA;NA
148,7;-35,4;"02";NA;NA;NA
148,7;-35,4;"03";NA;NA;NA
148,7;-35,4;"04";NA;NA;NA
148,7;-35,4;"05";NA;NA;NA
148,7;-35,4;"06";NA;NA;NA
148,7;-35,4;"07";NA;NA;NA
148,7;-35,4;"08";NA;NA;NA
148,7;-35,4;"09";NA;NA;NA
148,7;-35,4;"10";NA;NA;NA
148,7;-35,4;"11";NA;NA;NA
148,7;-35,4;"12";NA;NA;NA
148,75;-35,4;"01";NA;NA;NA
148,75;-35,4;"02";NA;NA;NA
148,75;-35,4;"03";NA;NA;NA
148,75;-35,4;"04";NA;NA;NA
148,75;-35,4;"05";NA;NA;NA
148,75;-35,4;"06";NA;NA;NA
148,75;-35,4;"07";NA;NA;NA
148,75;-35,4;"08";NA;NA;NA
148,75;-35,4;"09";NA;NA;NA
148,75;-35,4;"10";NA;NA;NA
148,75;-35,4;"11";NA;NA;NA
148,75;-35,4;"12";NA;NA;NA
148,8;-35,4;"01";102,823333333331;23,6713978494624;1,83350150622027
148,8;-35,4;"02";65,4399999999981;23,5395197044335;1,75455602415591
148,8;-35,4;"03";83,7699999999979;20,5582795698925;1,37162928203101
148,8;-35,4;"04";109,096666666664;15,8725555555556;0,917983364558054
148,8;-35,4;"05";93,0033333333307;11,2730107526882;0,598957884788353
148,8;-35,4;"06";88,9566666666636;8,17555555555556;0,462839066142009
148,8;-35,4;"07";170,89333333333;6,93709677419355;0,428213744412266
148,8;-35,4;"08";139,439999999997;8,32215053763441;0,499657060979034
148,8;-35,4;"09";108,646666666663;11,5937777777778;0,713205640622311
148,8;-35,4;"10";143,78333333333;15,3150537634409;0,973285688880471
148,8;-35,4;"11";99,2666666666641;18,536;1,26925613746047
148,8;-35,4;"12";75,9899999999977;21,7277419354839;1,63113439961146
148,85;-35,4;"01";85,0133333333315;25,5924731182796;2,10107239499207
148,85;-35,4;"02";62,2199999999981;25,4006855500821;2,00697943815053
148,85;-35,4;"03";76,8499999999981;22,5017204301075;1,58723617361117
148,85;-35,4;"04";94,9366666666644;17,8284444444444;1,0770737023486
148,85;-35,4;"05";85,456666666664;13,1740860215054;0,715495614098605
148,85;-35,4;"06";70,479999999997;10,0735555555556;0,561621084329155
148,85;-35,4;"07";116,459999999997;8,96827956989247;0,53031128244775
148,85;-35,4;"08";124,696666666663;10,5054838709677;0,618129261775363
148,85;-35,4;"09";100,47333333333;13,6828888888889;0,84280993146201
148,85;-35,4;"10";118,99333333333;17,2598924731183;1,12292203824687
148,85;-35,4;"11";92,6566666666641;20,4797777777778;1,45846233761973
148,85;-35,4;"12";72,8899999999978;23,7190322580645;1,87833145321697
148,9;-35,4;"01";93,7699999999982;24,5856989247312;1,95472915317583
148,9;-35,4;"02";60,1766666666649;24,383723316913;1,86064546504754
148,9;-35,4;"03";79,6666666666648;21,4715053763441;1,46515248810412
148,9;-35,4;"04";97,9233333333312;16,856;0,994938274812367
148,9;-35,4;"05";81,8099999999974;12,2741935483871;0,661061632136504
148,9;-35,4;"06";69,6599999999971;9,2;0,517581906509068
148,9;-35,4;"07";135,756666666663;8,06709677419355;0,488166207439637
148,9;-35,4;"08";120,24333333333;9,52505376344086;0,568283924212058
148,9;-35,4;"09";100,836666666664;12,7298888888889;0,786684852143129
148,9;-35,4;"10";129,239999999997;16,3316129032258;1,05387271255735
148,9;-35,4;"11";93,8366666666643;19,5207777777778;1,36393885359168
148,9;-35,4;"12";70,6433333333312;22,7268817204301;1,75238185465656
148,95;-35,4;"01";73,5299999999981;26,8077419354839;2,28380905703832
148,95;-35,4;"02";60,1399999999982;26,5887479474548;2,18134652838502
