"x";"y";"Month";"MR";"MT";"MV"
149,1;-35,15;"01";61,4533333333316;27,1577419354839;2,34558512137462
149,1;-35,15;"02";49,6499999999985;26,822881773399;2,21284063034775
149,1;-35,15;"03";54,4933333333317;23,9691397849462;1,74945068148676
149,1;-35,15;"04";56,3299999999981;19,3241111111111;1,19541250074903
149,1;-35,15;"05";58,2466666666643;14,6634408602151;0,798287035076208
149,1;-35,15;"06";38,7733333333308;11,4617777777778;0,621183563172817
149,1;-35,15;"07";60,3066666666639;10,4208602150538;0,594759978402045
149,1;-35,15;"08";66,729999999997;12,0583870967742;0,69548481553793
149,1;-35,15;"09";67,0299999999975;15,1348888888889;0,918550645866328
149,1;-35,15;"10";75,9699999999977;18,7394623655914;1,23582757937331
149,1;-35,15;"11";63,9699999999978;22,1432222222222;1,64666777615746
149,1;-35,15;"12";60,3466666666649;25,4423655913979;2,12852322250925
149,15;-35,15;"01";58,2633333333315;27,1737634408602;2,34482201775236
149,15;-35,15;"02";49,3299999999984;26,8228571428571;2,208347629226
149,15;-35,15;"03";51,9366666666648;23,9890322580645;1,74704747078239
149,15;-35,15;"04";53,4199999999982;19,3832222222222;1,19855518501666
149,15;-35,15;"05";54,4366666666643;14,7560215053763;0,804598510617851
149,15;-35,15;"06";37,0099999999975;11,5566666666667;0,627228502730529
149,15;-35,15;"07";55,0666666666637;10,5361290322581;0,60261123998351
149,15;-35,15;"08";62,0866666666637;12,1697849462366;0,703515704673144
149,15;-35,15;"09";64,1233333333307;15,2353333333333;0,925998471404115
149,15;-35,15;"10";73,4066666666641;18,8154838709677;1,24299515649196
149,15;-35,15;"11";63,0899999999979;22,2033333333333;1,65307837676671
149,15;-35,15;"12";57,8399999999982;25,4878494623656;2,1332261912765
149,2;-35,15;"01";54,4733333333315;27,2677419354839;2,35392101397437
149,2;-35,15;"02";49,4633333333317;26,9038259441708;2,21418007729431
149,2;-35,15;"03";49,9633333333315;24,0993548387097;1,75405246141937
149,2;-35,15;"04";52,4533333333313;19,5403333333333;1,20991197242505
149,2;-35,15;"05";49,9499999999978;14,9534408602151;0,817932841806642
149,2;-35,15;"06";35,743333333331;11,7517777777778;0,638475457794137
149,2;-35,15;"07";50,1633333333306;10,7510752688172;0,615658517237953
149,2;-35,15;"08";58,6999999999971;12,3891397849462;0,717632135812954
149,2;-35,15;"09";60,6899999999975;15,433;0,939654551951422
149,2;-35,15;"10";71,0966666666642;18,9841935483871;1,25726815673613
149,2;-35,15;"11";63,1366666666645;22,3451111111111;1,66672950637009
149,2;-35,15;"12";55,7633333333314;25,6181720430108;2,14783263538153
149,25;-35,15;"01";NA;NA;NA
149,25;-35,15;"02";NA;NA;NA
149,25;-35,15;"03";NA;NA;NA
149,25;-35,15;"04";NA;NA;NA
149,25;-35,15;"05";NA;NA;NA
149,25;-35,15;"06";NA;NA;NA
149,25;-35,15;"07";NA;NA;NA
149,25;-35,15;"08";NA;NA;NA
149,25;-35,15;"09";NA;NA;NA
149,25;-35,15;"10";NA;NA;NA
149,25;-35,15;"11";NA;NA;NA
149,25;-35,15;"12";NA;NA;NA
149,3;-35,15;"01";NA;NA;NA
149,3;-35,15;"02";NA;NA;NA
149,3;-35,15;"03";NA;NA;NA
149,3;-35,15;"04";NA;NA;NA
149,3;-35,15;"05";NA;NA;NA
149,3;-35,15;"06";NA;NA;NA
149,3;-35,15;"07";NA;NA;NA
149,3;-35,15;"08";NA;NA;NA
149,3;-35,15;"09";NA;NA;NA
149,3;-35,15;"10";NA;NA;NA
149,3;-35,15;"11";NA;NA;NA
149,3;-35,15;"12";NA;NA;NA
149,35;-35,15;"01";NA;NA;NA
149,35;-35,15;"02";NA;NA;NA
149,35;-35,15;"03";NA;NA;NA
149,35;-35,15;"04";NA;NA;NA
149,35;-35,15;"05";NA;NA;NA
149,35;-35,15;"06";NA;NA;NA
149,35;-35,15;"07";NA;NA;NA
149,35;-35,15;"08";NA;NA;NA
149,35;-35,15;"09";NA;NA;NA
149,35;-35,15;"10";NA;NA;NA
149,35;-35,15;"11";NA;NA;NA
149,35;-35,15;"12";NA;NA;NA
149,4;-35,15;"01";NA;NA;NA
149,4;-35,15;"02";NA;NA;NA
149,4;-35,15;"03";NA;NA;NA
149,4;-35,15;"04";NA;NA;NA
149,4;-35,15;"05";NA;NA;NA
149,4;-35,15;"06";NA;NA;NA
149,4;-35,15;"07";NA;NA;NA
149,4;-35,15;"08";NA;NA;NA
149,4;-35,15;"09";NA;NA;NA
149,4;-35,15;"10";NA;NA;NA
149,4;-35,15;"11";NA;NA;NA
149,4;-35,15;"12";NA;NA;NA
149,45;-35,15;"01";NA;NA;NA
149,45;-35,15;"02";NA;NA;NA
149,45;-35,15;"03";NA;NA;NA
149,45;-35,15;"04";NA;NA;NA
149,45;-35,15;"05";NA;NA;NA
149,45;-35,15;"06";NA;NA;NA
149,45;-35,15;"07";NA;NA;NA
149,45;-35,15;"08";NA;NA;NA
149,45;-35,15;"09";NA;NA;NA
149,45;-35,15;"10";NA;NA;NA
149,45;-35,15;"11";NA;NA;NA
149,45;-35,15;"12";NA;NA;NA
148,7;-35,2;"01";NA;NA;NA
148,7;-35,2;"02";NA;NA;NA
148,7;-35,2;"03";NA;NA;NA
148,7;-35,2;"04";NA;NA;NA
148,7;-35,2;"05";NA;NA;NA
148,7;-35,2;"06";NA;NA;NA
148,7;-35,2;"07";NA;NA;NA
148,7;-35,2;"08";NA;NA;NA
148,7;-35,2;"09";NA;NA;NA
148,7;-35,2;"10";NA;NA;NA
148,7;-35,2;"11";NA;NA;NA
148,7;-35,2;"12";NA;NA;NA
148,75;-35,2;"01";NA;NA;NA
148,75;-35,2;"02";NA;NA;NA
148,75;-35,2;"03";NA;NA;NA
148,75;-35,2;"04";NA;NA;NA
148,75;-35,2;"05";NA;NA;NA
148,75;-35,2;"06";NA;NA;NA
148,75;-35,2;"07";NA;NA;NA
148,75;-35,2;"08";NA;NA;NA
148,75;-35,2;"09";NA;NA;NA
148,75;-35,2;"10";NA;NA;NA
148,75;-35,2;"11";NA;NA;NA
148,75;-35,2;"12";NA;NA;NA
148,8;-35,2;"01";NA;NA;NA
148,8;-35,2;"02";NA;NA;NA
148,8;-35,2;"03";NA;NA;NA
148,8;-35,2;"04";NA;NA;NA
148,8;-35,2;"05";NA;NA;NA
148,8;-35,2;"06";NA;NA;NA
148,8;-35,2;"07";NA;NA;NA
148,8;-35,2;"08";NA;NA;NA
148,8;-35,2;"09";NA;NA;NA
148,8;-35,2;"10";NA;NA;NA
148,8;-35,2;"11";NA;NA;NA
148,8;-35,2;"12";NA;NA;NA
148,85;-35,2;"01";NA;NA;NA
148,85;-35,2;"02";NA;NA;NA
148,85;-35,2;"03";NA;NA;NA
148,85;-35,2;"04";NA;NA;NA
148,85;-35,2;"05";NA;NA;NA
148,85;-35,2;"06";NA;NA;NA
148,85;-35,2;"07";NA;NA;NA
148,85;-35,2;"08";NA;NA;NA
148,85;-35,2;"09";NA;NA;NA
148,85;-35,2;"10";NA;NA;NA
148,85;-35,2;"11";NA;NA;NA
148,85;-35,2;"12";NA;NA;NA
148,9;-35,2;"01";NA;NA;NA
148,9;-35,2;"02";NA;NA;NA
148,9;-35,2;"03";NA;NA;NA
148,9;-35,2;"04";NA;NA;NA
148,9;-35,2;"05";NA;NA;NA
148,9;-35,2;"06";NA;NA;NA
148,9;-35,2;"07";NA;NA;NA
148,9;-35,2;"08";NA;NA;NA
148,9;-35,2;"09";NA;NA;NA
148,9;-35,2;"10";NA;NA;NA
148,9;-35,2;"11";NA;NA;NA
148,9;-35,2;"12";NA;NA;NA
148,95;-35,2;"01";65,9666666666649;28,1891397849462;2,50703990254351
148,95;-35,2;"02";56,7833333333318;27,9177668308703;2,38429623505862
148,95;-35,2;"03";59,1666666666651;25,084623655914;1,89913960285084
148,95;-35,2;"04";67,4133333333315;20,3896666666667;1,30192426248557
148,95;-35,2;"05";59,2866666666647;15,6381720430108;0,867501593885883
148,95;-35,2;"06";44,6466666666643;12,425;0,678093090272612
148,95;-35,2;"07";59,806666666664;11,4074193548387;0,647604622243233
148,95;-35,2;"08";73,5333333333304;13,092688172043;0,756561097903277
148,95;-35,2;"09";70,1633333333308;16,1284444444444;0,987223503291607
148,95;-35,2;"10";74,5333333333309;19,6829032258065;1,31077026848191
148,95;-35,2;"11";68,0933333333311;23,104;1,74700398006373
148,95;-35,2;"12";59,3533333333314;26,4025806451613;2,25472471633906
149;-35,2;"01";62,6199999999985;27,8797849462366;2,45946687737139
149;-35,2;"02";53,6766666666651;27,5903858784893;2,33470122332521
149;-35,2;"03";54,6733333333317;24,7483870967742;1,85508124722588
149;-35,2;"04";61,1599999999984;20,0802222222222;1,27266388881538
149;-35,2;"05";55,1266666666647;15,3567741935484;0,849424318664817
149;-35,2;"06";38,9933333333311;12,1514444444444;0,663928856137726
149;-35,2;"07";54,6933333333309;11,1334408602151;0,634943221132922
149;-35,2;"08";64,6733333333305;12,8087096774194;0,742325654225324
149;-35,2;"09";66,8866666666644;15,8516666666667;0,971064764724837
149;-35,2;"10";69,6266666666642;19,4137634408602;1,29271817293859
149;-35,2;"11";64,2033333333312;22,8202222222222;1,71965704881483
149;-35,2;"12";56,7199999999983;26,11;2,21755339711584
149,05;-35,2;"01";62,1466666666651;27,6576344086022;2,42491626229978
149,05;-35,2;"02";54,5966666666653;27,3536863711002;2,29784337928571
149,05;-35,2;"03";54,6199999999983;24,5086021505376;1,82278260681578
149,05;-35,2;"04";57,8099999999984;19,8688888888889;1,25208020325336
149,05;-35,2;"05";54,1366666666646;15,1834408602151;0,838899630035764
149,05;-35,2;"06";36,9333333333311;11,9822222222222;0,655717430942588
149,05;-35,2;"07";55,1799999999975;10,97;0,628447183982659
149,05;-35,2;"08";62,1066666666639;12,6311827956989;0,734268986041187
149,05;-35,2;"09";64,4199999999976;15,6783333333333;0,961389088547892
149,05;-35,2;"10";69,5199999999977;19,2396774193548;1,28206279816166
149,05;-35,2;"11";64,7733333333313;22,6335555555556;1,70257282222311
149,05;-35,2;"12";59,7799999999984;25,904623655914;2,19112266167518
149,1;-35,2;"01";58,6099999999984;27,5416129032258;2,4056441233203
149,1;-35,2;"02";52,7899999999986;27,2234523809524;2,27608378954684
149,1;-35,2;"03";55,0499999999982;24,3881720430108;1,80442994930731
149,1;-35,2;"04";54,5599999999982;19,7802222222222;1,24237046678861
149,1;-35,2;"05";55,1399999999976;15,1278494623656;0,835866271600287
149,1;-35,2;"06";36,636666666664;11,9336666666667;0,654683704939154
149,1;-35,2;"07";54,009999999997;10,9258064516129;0,628130821987826
149,1;-35,2;"08";59,7566666666636;12,5850537634409;0,733341436296381
149,1;-35,2;"09";63,8599999999975;15,627;0,959535058910648
149,1;-35,2;"10";71,3766666666642;19,1782795698925;1,27930185266079
149,1;-35,2;"11";66,949999999998;22,5561111111111;1,69565206176705
149,1;-35,2;"12";59,5933333333317;25,8184946236559;2,18001334926774
149,15;-35,2;"01";55,4399999999983;27,4817204301075;2,39387689236031
149,15;-35,2;"02";51,2699999999985;27,1450246305419;2,25989614370323
149,15;-35,2;"03";50,8566666666649;24,3236559139785;1,79146705292245
149,15;-35,2;"04";51,9933333333315;19,7557777777778;1,23784144358502
149,15;-35,2;"05";49,5166666666644;15,1412903225806;0,836976004784466
149,15;-35,2;"06";33,4199999999975;11,9487777777778;0,655955713440975
149,15;-35,2;"07";48,006666666664;10,9538709677419;0,631332263927306
149,15;-35,2;"08";55,8133333333305;12,6060215053763;0,73598857231999
149,15;-35,2;"09";60,5733333333309;15,6366666666667;0,960428290565809
149,15;-35,2;"10";68,5133333333311;19,171935483871;1,2794610458997
149,15;-35,2;"11";64,2533333333313;22,5304444444444;1,69227380012472
149,15;-35,2;"12";56,0599999999984;25,7881720430108;2,17494003574053
149,2;-35,2;"01";56,2299999999981;26,9387096774194;2,30356777292746
149,2;-35,2;"02";50,2599999999984;26,5831937602627;2,16748453007861
149,2;-35,2;"03";50,9599999999982;23,7684946236559;1,71475499827535
149,2;-35,2;"04";52,0233333333315;19,228;1,18362990571393
149,2;-35,2;"05";52,0499999999978;14,6608602150538;0,801264419086197
149,2;-35,2;"06";34,2066666666644;11,4764444444444;0,626446396642261
149,2;-35,2;"07";50,8599999999974;10,478064516129;0,604398745338443
149,2;-35,2;"08";57,0866666666638;12,1006451612903;0,704480774812801
149,2;-35,2;"09";62,1266666666642;15,1562222222222;0,926052133060164
149,2;-35,2;"10";72,3399999999978;18,6930107526882;1,23705992868511
149,2;-35,2;"11";64,8066666666644;22,0186666666667;1,63168765582972
149,2;-35,2;"12";56,8566666666648;25,2791397849462;2,10034993606549
149,25;-35,2;"01";54,1399999999983;26,9221505376344;2,29393412554136
149,25;-35,2;"02";50,5833333333318;26,5529433497537;2,15432494487399
149,25;-35,2;"03";49,436666666665;23,7702150537634;1,70700711628763
149,25;-35,2;"04";52,2499999999982;19,2765555555556;1,18366310427586
149,25;-35,2;"05";49,4966666666647;14,7501075268817;0,805667358092082
149,25;-35,2;"06";34,7466666666646;11,5658888888889;0,630640341465672
149,25;-35,2;"07";47,1499999999975;10,5851612903226;0,610298099368811
149,25;-35,2;"08";57,3633333333306;12,205376344086;0,710584073778122
149,25;-35,2;"09";60,663333333331;15,2441111111111;0,931453654799197
149,25;-35,2;"10";69,1199999999977;18,7545161290323;1,24041841069377
149,25;-35,2;"11";64,8233333333311;22,0533333333333;1,63173235232631
149,25;-35,2;"12";56,2066666666648;25,3005376344086;2,09836681022118
149,3;-35,2;"01";NA;NA;NA
149,3;-35,2;"02";NA;NA;NA
149,3;-35,2;"03";NA;NA;NA
149,3;-35,2;"04";NA;NA;NA
149,3;-35,2;"05";NA;NA;NA
149,3;-35,2;"06";NA;NA;NA
149,3;-35,2;"07";NA;NA;NA
149,3;-35,2;"08";NA;NA;NA
149,3;-35,2;"09";NA;NA;NA
149,3;-35,2;"10";NA;NA;NA
149,3;-35,2;"11";NA;NA;NA
149,3;-35,2;"12";NA;NA;NA
149,35;-35,2;"01";NA;NA;NA
149,35;-35,2;"02";NA;NA;NA
149,35;-35,2;"03";NA;NA;NA
149,35;-35,2;"04";NA;NA;NA
149,35;-35,2;"05";NA;NA;NA
149,35;-35,2;"06";NA;NA;NA
149,35;-35,2;"07";NA;NA;NA
149,35;-35,2;"08";NA;NA;NA
149,35;-35,2;"09";NA;NA;NA
149,35;-35,2;"10";NA;NA;NA
149,35;-35,2;"11";NA;NA;NA
149,35;-35,2;"12";NA;NA;NA
149,4;-35,2;"01";NA;NA;NA
149,4;-35,2;"02";NA;NA;NA
149,4;-35,2;"03";NA;NA;NA
149,4;-35,2;"04";NA;NA;NA
149,4;-35,2;"05";NA;NA;NA
149,4;-35,2;"06";NA;NA;NA
149,4;-35,2;"07";NA;NA;NA
149,4;-35,2;"08";NA;NA;NA
149,4;-35,2;"09";NA;NA;NA
149,4;-35,2;"10";NA;NA;NA
149,4;-35,2;"11";NA;NA;NA
149,4;-35,2;"12";NA;NA;NA
149,45;-35,2;"01";NA;NA;NA
149,45;-35,2;"02";NA;NA;NA
149,45;-35,2;"03";NA;NA;NA
149,45;-35,2;"04";NA;NA;NA
149,45;-35,2;"05";NA;NA;NA
149,45;-35,2;"06";NA;NA;NA
149,45;-35,2;"07";NA;NA;NA
149,45;-35,2;"08";NA;NA;NA
149,45;-35,2;"09";NA;NA;NA
149,45;-35,2;"10";NA;NA;NA
149,45;-35,2;"11";NA;NA;NA
149,45;-35,2;"12";NA;NA;NA
148,7;-35,25;"01";NA;NA;NA
148,7;-35,25;"02";NA;NA;NA
148,7;-35,25;"03";NA;NA;NA
148,7;-35,25;"04";NA;NA;NA
148,7;-35,25;"05";NA;NA;NA
148,7;-35,25;"06";NA;NA;NA
148,7;-35,25;"07";NA;NA;NA
148,7;-35,25;"08";NA;NA;NA
148,7;-35,25;"09";NA;NA;NA
148,7;-35,25;"10";NA;NA;NA
148,7;-35,25;"11";NA;NA;NA
148,7;-35,25;"12";NA;NA;NA
148,75;-35,25;"01";NA;NA;NA
148,75;-35,25;"02";NA;NA;NA
148,75;-35,25;"03";NA;NA;NA
148,75;-35,25;"04";NA;NA;NA
148,75;-35,25;"05";NA;NA;NA
148,75;-35,25;"06";NA;NA;NA
148,75;-35,25;"07";NA;NA;NA
148,75;-35,25;"08";NA;NA;NA
148,75;-35,25;"09";NA;NA;NA
148,75;-35,25;"10";NA;NA;NA
148,75;-35,25;"11";NA;NA;NA
148,75;-35,25;"12";NA;NA;NA
148,8;-35,25;"01";NA;NA;NA
148,8;-35,25;"02";NA;NA;NA
148,8;-35,25;"03";NA;NA;NA
148,8;-35,25;"04";NA;NA;NA
148,8;-35,25;"05";NA;NA;NA
148,8;-35,25;"06";NA;NA;NA
148,8;-35,25;"07";NA;NA;NA
148,8;-35,25;"08";NA;NA;NA
148,8;-35,25;"09";NA;NA;NA
148,8;-35,25;"10";NA;NA;NA
148,8;-35,25;"11";NA;NA;NA
148,8;-35,25;"12";NA;NA;NA
148,85;-35,25;"01";94,0433333333315;25,2869892473118;2,06394169155148
148,85;-35,25;"02";60,2066666666649;25,076354679803;1,96461568986706
148,85;-35,25;"03";73,6166666666646;22,1270967741936;1,54366533365301
148,85;-35,25;"04";91,1866666666646;17,3663333333333;1,03156712352816
148,85;-35,25;"05";93,0299999999975;12,6754838709677;0,672239386811051
148,85;-35,25;"06";70,346666666664;9,53244444444445;0,520254192381269
148,85;-35,25;"07";139,346666666664;8,35462365591398;0,486538250255649
148,85;-35,25;"08";120,53333333333;9,85978494623656;0,569632957663427
148,85;-35,25;"09";101,926666666664;13,0788888888889;0,789807830196288
148,85;-35,25;"10";132,516666666664;16,7801075268817;1,07528972845244
148,85;-35,25;"11";86,5266666666643;20,1168888888889;1,42408385460575
148,85;-35,25;"12";66,5933333333312;23,4118279569892;1,84728767187685
148,9;-35,25;"01";75,9499999999982;27,1597849462366;2,34740241442316
148,9;-35,25;"02";60,4533333333316;26,9095197044335;2,23435193452317
148,9;-35,25;"03";66,7466666666649;24,0250537634409;1,77005447041924
148,9;-35,25;"04";77,826666666665;19,2917777777778;1,20199347249336
148,9;-35,25;"05";75,2266666666645;14,5455913978495;0,793758591584941
148,9;-35,25;"06";54,2566666666643;11,3584444444444;0,618401721922888
148,9;-35,25;"07";84,6066666666641;10,2905376344086;0,587039499249189
148,9;-35,25;"08";89,3466666666636;11,927311827957;0,687620589601737
148,9;-35,25;"09";86,1533333333308;15,0358888888889;0,916043383222487
148,9;-35,25;"10";94,9233333333308;18,6324731182796;1,22449746965881
148,9;-35,25;"11";78,4366666666644;22,0178888888889;1,62551411603888
148,9;-35,25;"12";65,5233333333314;25,3317204301075;2,10586359404748
148,95;-35,25;"01";66,606666666665;28,1179569892473;2,49410328501335
148,95;-35,25;"02";59,3599999999984;27,8614244663383;2,37560321840233
148,95;-35,25;"03";60,6199999999983;25,0335483870968;1,89349406531421
148,95;-35,25;"04";66,4499999999983;20,367;1,30263822962013
148,95;-35,25;"05";56,7099999999981;15,6352688172043;0,870970034711464
148,95;-35,25;"06";41,6333333333312;12,4296666666667;0,682347917805115
148,95;-35,25;"07";57,2333333333309;11,427311827957;0,6529635355918
148,95;-35,25;"08";69,7766666666639;13,1144086021505;0,762609938283761
148,95;-35,25;"09";71,133333333331;16,1415555555556;0,993788280569845
148,95;-35,25;"10";73,9666666666642;19,6667741935484;1,31367253194894
148,95;-35,25;"11";69,1099999999979;23,0458888888889;1,74035334471199
148,95;-35,25;"12";59,7333333333317;26,3241935483871;2,24112131041224
149;-35,25;"01";62,0033333333318;27,8547311827957;2,4533371219071
149;-35,25;"02";54,8199999999985;27,5851765188834;2,33368749420215
149;-35,25;"03";55,2566666666653;24,7509677419355;1,8561410405623
149;-35,25;"04";59,5199999999985;20,1095555555556;1,27803019435041
149;-35,25;"05";51,6333333333316;15,408064516129;0,856797166649372
149;-35,25;"06";34,7266666666649;12,2107777777778;0,671413331528505
149;-35,25;"07";48,7199999999979;11,2118279569892;0,643867693176513
149;-35,25;"08";56,3666666666642;12,8889247311828;0,7522714325337
149;-35,25;"09";66,2266666666644;15,9201111111111;0,981869909697109
149;-35,25;"10";66,9233333333313;19,4465591397849;1,29987325040243
149;-35,25;"11";62,9633333333315;22,8174444444444;1,71957740326722
149;-35,25;"12";54,1766666666651;26,0793548387097;2,21076395034149
149,05;-35,25;"01";62,3999999999984;27,4668817204301;2,39344056649234
149,05;-35,25;"02";56,4399999999986;27,1813505747126;2,27240355990044
149,05;-35,25;"03";56,3899999999983;24,3381720430108;1,80268163173109
149,05;-35,25;"04";61,3699999999983;19,7213333333333;1,24120447553694
149,05;-35,25;"05";54,7966666666646;15,0543010752688;0,833519191238829
149,05;-35,25;"06";34,8466666666643;11,8715555555556;0,653613292740451
149,05;-35,25;"07";51,2566666666641;10,8640860215054;0,627135760761717
149,05;-35,25;"08";59,5733333333306;12,5223655913979;0,732688886968679
149,05;-35,25;"09";65,2466666666645;15,5666666666667;0,959979737641083
149,05;-35,25;"10";72,713333333331;19,1027956989247;1,27545806126248
149,05;-35,25;"11";67,4833333333313;22,4606666666667;1,6842255807254
149,05;-35,25;"12";54,1533333333316;25,7104301075269;2,1628113786059
149,1;-35,25;"01";59,5133333333318;27,4290322580645;2,38741411908019
149,1;-35,25;"02";55,843333333332;27,1257799671593;2,26254029322373
149,1;-35,25;"03";56,2033333333319;24,2902150537634;1,79383257963965
149,1;-35,25;"04";59,6599999999984;19,7094444444444;1,23925309029718
149,1;-35,25;"05";52,8566666666647;15,0774193548387;0,83631346286625
149,1;-35,25;"06";34,4999999999979;11,894;0,656806294818719
149,1;-35,25;"07";50,2199999999975;10,8996774193548;0,631486871710388
149,1;-35,25;"08";57,2666666666641;12,5589247311828;0,737357077034571
149,1;-35,25;"09";64,073333333331;15,588;0,963139513093564
149,1;-35,25;"10";71,9499999999977;19,1145161290323;1,27942241931795
149,1;-35,25;"11";67,8466666666648;22,4576666666667;1,6863036559191
149,1;-35,25;"12";56,0133333333316;25,6909677419355;2,16090673698533
149,15;-35,25;"01";54,106666666665;27,4359139784946;2,38776314301837
149,15;-35,25;"02";52,8966666666653;27,1083908045977;2,25698471797939
149,15;-35,25;"03";50,4599999999982;24,2863440860215;1,78932488433296
149,15;-35,25;"04";54,0099999999984;19,7463333333333;1,24092238076031
149,15;-35,25;"05";48,8266666666647;15,147311827957;0,842166590842829
149,15;-35,25;"06";31,7933333333312;11,964;0,662133371382952
149,15;-35,25;"07";46,8899999999977;10,9837634408602;0,63795725817001
149,15;-35,25;"08";53,2199999999974;12,6369892473118;0,743302317332196
149,15;-35,25;"09";60,1733333333311;15,658;0,968070103683405
149,15;-35,25;"10";72,1899999999977;19,1649462365591;1,28430281183732
149,15;-35,25;"11";68,279999999998;22,4933333333333;1,69061159738236
149,15;-35,25;"12";53,0899999999981;25,7264516129032;2,16606627536076
149,2;-35,25;"01";55,9666666666649;27,1394623655914;2,33686845166388
149,2;-35,25;"02";52,7066666666651;26,7864408866995;2,20077741159729
149,2;-35,25;"03";51,1633333333315;23,9820430107527;1,74378026493935
149,2;-35,25;"04";53,4233333333317;19,476;1,2110140305178
149,2;-35,25;"05";49,4366666666645;14,9181720430108;0,824291765072974
149,2;-35,25;"06";31,9966666666645;11,7426666666667;0,647925220761034
149,2;-35,25;"07";46,5999999999976;10,7650537634409;0,625691906018283
149,2;-35,25;"08";53,5033333333307;12,4005376344086;0,728243243854533
149,2;-35,25;"09";60,3866666666643;15,4272222222222;0,950632833416263
149,2;-35,25;"10";69,1799999999977;18,9264516129032;1,26188896711796
149,2;-35,25;"11";65,9833333333312;22,2262222222222;1,656954766098
149,2;-35,25;"12";55,8133333333315;25,4664516129032;2,12642576885159
149,25;-35,25;"01";58,2733333333318;26,5420430107527;2,23389404898369
149,25;-35,25;"02";51,1999999999986;26,1838300492611;2,09924580092207
149,25;-35,25;"03";51,646666666665;23,3986021505376;1,66204279744497
149,25;-35,25;"04";56,9166666666651;18,9278888888889;1,15375918919014
149,25;-35,25;"05";52,7333333333315;14,422688172043;0,786158503912469
149,25;-35,25;"06";34,8366666666649;11,2601111111111;0,616401572053631
149,25;-35,25;"07";51,0199999999979;10,2815053763441;0,597457724288907
149,25;-35,25;"08";56,2566666666643;11,885376344086;0,69582402146151
149,25;-35,25;"09";61,1366666666647;14,9315555555556;0,914799793908993
149,25;-35,25;"10";74,3766666666645;18,43;1,21663129413
149,25;-35,25;"11";66,8466666666645;21,6847777777778;1,59047265418702
149,25;-35,25;"12";57,9133333333316;24,918064516129;2,04331252784819
149,3;-35,25;"01";57,0533333333317;25,9727956989247;2,13811429500259
149,3;-35,25;"02";53,0066666666651;25,6141748768473;2,00542370001732
149,3;-35,25;"03";52,9666666666651;22,850752688172;1,5865620770762
149,3;-35,25;"04";57,2733333333316;18,4157777777778;1,10122079324391
149,3;-35,25;"05";52,679999999998;13,9622580645161;0,751173233152718
149,3;-35,25;"06";36,2266666666646;10,8086666666667;0,587267487603757
149,3;-35,25;"07";54,4699999999979;9,82978494623656;0,571250348482081
149,3;-35,25;"08";59,9299999999973;11,4023655913978;0,66549898813008
149,3;-35,25;"09";62,6666666666645;14,4612222222222;0,881573349295391
149,3;-35,25;"10";75,4366666666643;17,9640860215054;1,1747465408297
149,3;-35,25;"11";69,6833333333312;21,1745555555556;1,52946930420068
149,3;-35,25;"12";57,2733333333316;24,3949462365591;1,96547341431661
149,35;-35,25;"01";NA;NA;NA
149,35;-35,25;"02";NA;NA;NA
149,35;-35,25;"03";NA;NA;NA
149,35;-35,25;"04";NA;NA;NA
149,35;-35,25;"05";NA;NA;NA
149,35;-35,25;"06";NA;NA;NA
149,35;-35,25;"07";NA;NA;NA
149,35;-35,25;"08";NA;NA;NA
149,35;-35,25;"09";NA;NA;NA
149,35;-35,25;"10";NA;NA;NA
149,35;-35,25;"11";NA;NA;NA
149,35;-35,25;"12";NA;NA;NA
149,4;-35,25;"01";NA;NA;NA
149,4;-35,25;"02";NA;NA;NA
149,4;-35,25;"03";NA;NA;NA
149,4;-35,25;"04";NA;NA;NA
149,4;-35,25;"05";NA;NA;NA
149,4;-35,25;"06";NA;NA;NA
149,4;-35,25;"07";NA;NA;NA
149,4;-35,25;"08";NA;NA;NA
149,4;-35,25;"09";NA;NA;NA
149,4;-35,25;"10";NA;NA;NA
149,4;-35,25;"11";NA;NA;NA
149,4;-35,25;"12";NA;NA;NA
149,45;-35,25;"01";NA;NA;NA
149,45;-35,25;"02";NA;NA;NA
149,45;-35,25;"03";NA;NA;NA
149,45;-35,25;"04";NA;NA;NA
149,45;-35,25;"05";NA;NA;NA
149,45;-35,25;"06";NA;NA;NA
149,45;-35,25;"07";NA;NA;NA
149,45;-35,25;"08";NA;NA;NA
149,45;-35,25;"09";NA;NA;NA
149,45;-35,25;"10";NA;NA;NA
149,45;-35,25;"11";NA;NA;NA
149,45;-35,25;"12";NA;NA;NA
148,7;-35,3;"01";NA;NA;NA
148,7;-35,3;"02";NA;NA;NA
148,7;-35,3;"03";NA;NA;NA
148,7;-35,3;"04";NA;NA;NA
148,7;-35,3;"05";NA;NA;NA
148,7;-35,3;"06";NA;NA;NA
148,7;-35,3;"07";NA;NA;NA
148,7;-35,3;"08";NA;NA;NA
148,7;-35,3;"09";NA;NA;NA
148,7;-35,3;"10";NA;NA;NA
148,7;-35,3;"11";NA;NA;NA
148,7;-35,3;"12";NA;NA;NA
148,75;-35,3;"01";NA;NA;NA
148,75;-35,3;"02";NA;NA;NA
148,75;-35,3;"03";NA;NA;NA
148,75;-35,3;"04";NA;NA;NA
148,75;-35,3;"05";NA;NA;NA
148,75;-35,3;"06";NA;NA;NA
148,75;-35,3;"07";NA;NA;NA
148,75;-35,3;"08";NA;NA;NA
148,75;-35,3;"09";NA;NA;NA
